name,mana_cost,cmc,type_line,power,toughness,colors,color_identity,produced_mana
Lava Axe,{4}{R},5.0,Sorcery,,,['R'],['R'],
Ratchet Bomb,{2},2.0,Artifact,,,[],[],
Ebony Horse,{3},3.0,Artifact,,,[],[],
Herald of the Forgotten,{6}{W}{W},8.0,Creature — Cat Beast,6,6,['W'],['W'],
Angel of Finality,{3}{W},4.0,Creature — Angel,3,4,['W'],['W'],
Dub,{2}{W},3.0,Enchantment — Aura,,,['W'],['W'],
Undying Rage,{2}{R},3.0,Enchantment — Aura,,,['R'],['R'],
Deathlace,{B},1.0,Instant,,,['B'],['B'],
Whetstone,{3},3.0,Artifact,,,[],[],
Coldsteel Heart,{2},2.0,Snow Artifact,,,[],[],"['B', 'G', 'R', 'U', 'W']"
Bellowing Aegisaur,{5}{W},6.0,Creature — Dinosaur,3,5,['W'],['W'],
Panic,{R},1.0,Instant,,,['R'],['R'],
Defend the Hearth,{1}{G},2.0,Instant,,,['G'],['G'],
"Iymrith, Desert Doom",{3}{U}{U},5.0,Legendary Creature — Dragon,5,5,['U'],['U'],
Seaside Citadel,,0.0,Land,,,[],"['G', 'U', 'W']","['G', 'U', 'W']"
Light of Day,{3}{W},4.0,Enchantment,,,['W'],['W'],
Bastion Mastodon,{5},5.0,Artifact Creature — Elephant,4,5,[],['W'],
Lightning Bolt,{R},1.0,Instant,,,['R'],['R'],
Natural Emergence,{2}{R}{G},4.0,Enchantment,,,"['G', 'R']","['G', 'R']",
Crafty Pathmage,{2}{U},3.0,Creature — Human Wizard,1,1,['U'],['U'],
Ulvenwald Hydra,{4}{G}{G},6.0,Creature — Hydra,*,*,['G'],['G'],
Merfolk of the Pearl Trident,{U},1.0,Creature — Merfolk,1,1,['U'],['U'],
Goblin Hero,{2}{R},3.0,Creature — Goblin,2,2,['R'],['R'],
Glorious Enforcer // Glorious Enforcer,,0.0,Card // Card,,,,[],
Cascade Bluffs,,0.0,Land,,,[],"['R', 'U']","['C', 'R', 'U']"
Ghostly Possession,{2}{W},3.0,Enchantment — Aura,,,['W'],['W'],
Plateau,,0.0,Land — Mountain Plains,,,[],"['R', 'W']","['R', 'W']"
Costly Plunder,{1}{B},2.0,Instant,,,['B'],['B'],
Nettlecyst,{3},3.0,Artifact — Equipment,,,[],[],
Jungle Lion,{G},1.0,Creature — Cat,2,1,['G'],['G'],
Mycoloth,{3}{G}{G},5.0,Creature — Fungus,4,4,['G'],['G'],
Cosmos Elixir,{4},4.0,Artifact,,,[],[],
Unwinding Clock,{4},4.0,Artifact,,,[],[],
Assassinate,{2}{B},3.0,Sorcery,,,['B'],['B'],
Memorial to War,,0.0,Land,,,[],['R'],['R']
Spell Swindle,{3}{U}{U},5.0,Instant,,,['U'],['U'],"['B', 'G', 'R', 'U', 'W']"
Nemesis of Mortals,{4}{G}{G},6.0,Creature — Snake,5,5,['G'],['G'],
Runed Halo,{W}{W},2.0,Enchantment,,,['W'],['W'],
Seasoned Marshal,{2}{W}{W},4.0,Creature — Human Soldier,2,2,['W'],['W'],
Bonecrusher Giant // Stomp,{2}{R} // {1}{R},3.0,Creature — Giant // Instant — Adventure,4,3,['R'],['R'],
Giant Warthog,{5}{G},6.0,Creature — Boar Beast,5,5,['G'],['G'],
Rix Maadi Reveler,{1}{R},2.0,Creature — Human Shaman,2,2,['R'],"['B', 'R']",
Righteous Fury,{4}{W}{W},6.0,Sorcery,,,['W'],['W'],
Sturmgeist,{3}{U}{U},5.0,Creature — Spirit,*,*,['U'],['U'],
Tropical Island,,0.0,Land — Forest Island,,,[],"['G', 'U']","['G', 'U']"
Swamp,,0.0,Basic Land — Swamp,,,[],['B'],['B']
Detonate,{X}{R},1.0,Sorcery,,,['R'],['R'],
Celestial Archon,{3}{W}{W},5.0,Enchantment Creature — Archon,4,4,['W'],['W'],
Waking the Trolls,{4}{R}{G},6.0,Enchantment — Saga,,,"['G', 'R']","['G', 'R']",
Mountain,,0.0,Basic Land — Mountain,,,[],['R'],['R']
Thud-for-Duds,,0.0,Artifact — Contraption,,,[],[],
Cunning Wish,{2}{U},3.0,Instant,,,['U'],['U'],
Fountain of Youth,{0},0.0,Artifact,,,[],[],
Ambition's Cost,{3}{B},4.0,Sorcery,,,['B'],['B'],
Morale,{1}{W}{W},3.0,Instant,,,['W'],['W'],
Jazal Goldmane,{2}{W}{W},4.0,Legendary Creature — Cat Warrior,4,4,['W'],['W'],
Command the Storm,{4}{R},5.0,Instant,,,['R'],['R'],
Knowledge Vault,{4},4.0,Artifact,,,[],[],
Abzan Skycaptain,{3}{W},4.0,Creature — Bird Soldier,2,2,['W'],['W'],
Skyspear Cavalry,{3}{W}{W},5.0,Creature — Human Soldier,2,2,['W'],['W'],
Moderation,{1}{W}{U},3.0,Enchantment,,,"['U', 'W']","['U', 'W']",
Deliberate,{1}{U},2.0,Instant,,,['U'],['U'],
Fiery Mantle,{1}{R},2.0,Enchantment — Aura,,,['R'],['R'],
Malfunction,{3}{U},4.0,Enchantment — Aura,,,['U'],['U'],
Eldrazi Temple,,0.0,Land,,,[],[],['C']
Prodigal Sorcerer,{2}{U},3.0,Creature — Human Wizard,1,1,['U'],['U'],
Janosch Kühn Bio 1997,,0.0,Card,,,[],[],
Pontiff of Blight,{4}{B}{B},6.0,Creature — Zombie Cleric,2,7,['B'],['B'],
Phantom Centaur,{2}{G}{G},4.0,Creature — Centaur Spirit,2,0,['G'],['G'],
Sakura-Tribe Elder,{1}{G},2.0,Creature — Snake Shaman,1,1,['G'],['G'],
Curse of Opulence,{R},1.0,Enchantment — Aura Curse,,,['R'],['R'],"['B', 'G', 'R', 'U', 'W']"
Turn Aside,{U},1.0,Instant,,,['U'],['U'],
Craw Wurm,{4}{G}{G},6.0,Creature — Wurm,6,4,['G'],['G'],
Spiny Starfish,{2}{U},3.0,Creature — Starfish,0,1,['U'],['U'],
Tarfire,{R},1.0,Tribal Instant — Goblin,,,['R'],['R'],
Flashfreeze,{1}{U},2.0,Instant,,,['U'],['U'],
Ignite Disorder,{1}{R},2.0,Instant,,,['R'],['R'],
Earth Elemental,{3}{R}{R},5.0,Creature — Elemental,4,5,['R'],['R'],
Bloodcrazed Neonate,{1}{R},2.0,Creature — Vampire,2,1,['R'],['R'],
Vantress Gargoyle,{1}{U},2.0,Artifact Creature — Gargoyle,5,4,['U'],['U'],
Chittering Rats,{1}{B}{B},3.0,Creature — Rat,2,2,['B'],['B'],
Orzhov Basilica,,0.0,Land,,,[],"['B', 'W']","['B', 'W']"
Kodama's Reach,{2}{G},3.0,Sorcery — Arcane,,,['G'],['G'],
Hallowed Burial,{3}{W}{W},5.0,Sorcery,,,['W'],['W'],
Sol Ring,{1},1.0,Artifact,,,[],[],['C']
Genju of the Spires,{R},1.0,Enchantment — Aura,,,['R'],['R'],
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
Master Transmuter,{3}{U},4.0,Artifact Creature — Human Artificer,1,2,['U'],['U'],
Thought-Knot Seer,{3}{C},4.0,Creature — Eldrazi,4,4,[],[],
Captain of the Mists,{2}{U},3.0,Creature — Human Wizard,2,3,['U'],['U'],
Living Artifact,{G},1.0,Enchantment — Aura,,,['G'],['G'],
Overgrown Battlement,{1}{G},2.0,Creature — Wall,0,4,['G'],['G'],['G']
Archon of Valor's Reach,{4}{G}{W},6.0,Creature — Archon,5,6,"['G', 'W']","['G', 'W']",
Swamp,,0.0,Basic Land — Swamp,,,[],['B'],['B']
Scatter the Seeds,{3}{G}{G},5.0,Instant,,,['G'],['G'],
Forbidden Alchemy,{2}{U},3.0,Instant,,,['U'],"['B', 'U']",
Mishra's Factory,,0.0,Land,,,[],[],['C']
Icatian Javelineers,{W},1.0,Creature — Human Soldier,1,1,['W'],['W'],
Ghitu Lavarunner,{R},1.0,Creature — Human Wizard,1,2,['R'],['R'],
Serrated Biskelion,{3},3.0,Artifact Creature — Construct,2,2,[],[],
Okiba-Gang Shinobi,{3}{B}{B},5.0,Creature — Rat Ninja,3,2,['B'],['B'],
Aethersnipe,{5}{U},6.0,Creature — Elemental,4,4,['U'],['U'],
"Ukkima, Stalking Shadow",{1}{U}{B},3.0,Legendary Creature — Whale Wolf,2,2,"['B', 'U']","['B', 'U']",
Avacyn's Pilgrim,{G},1.0,Creature — Human Monk,1,1,['G'],"['G', 'W']",['W']
Thornscape Battlemage,{2}{G},3.0,Creature — Elf Wizard,2,2,['G'],"['G', 'R', 'W']",
"Ral, Caller of Storms",{4}{U}{R},6.0,Legendary Planeswalker — Ral,,,"['R', 'U']","['R', 'U']",
Enraged Ceratok,{2}{G}{G},4.0,Creature — Rhino,4,4,['G'],['G'],
Mountain,,0.0,Basic Land — Mountain,,,[],['R'],['R']
Canopy Claws,{G},1.0,Instant,,,['G'],['G'],
Alrund's Epiphany,{5}{U}{U},7.0,Sorcery,,,['U'],['U'],
Goblin Skycutter,{1}{R},2.0,Creature — Goblin Warrior,2,1,['R'],['R'],
Wanderlust,{2}{G},3.0,Enchantment — Aura,,,['G'],['G'],
Electrostatic Bolt,{R},1.0,Instant,,,['R'],['R'],
Pentarch Ward,{2}{W},3.0,Enchantment — Aura,,,['W'],['W'],
Meteor Golem,{7},7.0,Artifact Creature — Golem,3,3,[],[],
"Razia, Boros Archangel",{4}{R}{R}{W}{W},8.0,Legendary Creature — Angel,6,3,"['R', 'W']","['R', 'W']",
"Mirri, Cat Warrior",{1}{G}{G},3.0,Legendary Creature — Cat Warrior,2,3,['G'],['G'],
Court Street Denizen,{2}{W},3.0,Creature — Human Soldier,2,2,['W'],['W'],
Flooded Grove,,0.0,Land,,,[],"['G', 'U']","['C', 'G', 'U']"
Rancor,{G},1.0,Enchantment — Aura,,,['G'],['G'],
Dynavolt Tower,{3},3.0,Artifact,,,[],[],
Pilfered Plans,{1}{U}{B},3.0,Sorcery,,,"['B', 'U']","['B', 'U']",
Graypelt Refuge,,0.0,Land,,,[],"['G', 'W']","['G', 'W']"
Fireball,{X}{R},1.0,Sorcery,,,['R'],['R'],
Polar Kraken,{8}{U}{U}{U},11.0,Creature — Kraken,11,11,['U'],['U'],
Fledgling Mawcor,{3}{U},4.0,Creature — Beast,2,2,['U'],['U'],
Zombie Assassin,{4}{B},5.0,Creature — Zombie Assassin,3,2,['B'],['B'],
Cancel,{1}{U}{U},3.0,Instant,,,['U'],['U'],
Mystic Archaeologist,{1}{U},2.0,Creature — Human Wizard,2,1,['U'],['U'],
Goblin Tunneler,{1}{R},2.0,Creature — Goblin Rogue,1,1,['R'],['R'],
Detainment Spell,{W},1.0,Enchantment — Aura,,,['W'],['W'],
Boros Garrison,,0.0,Land,,,[],"['R', 'W']","['R', 'W']"
Blades of Velis Vel,{1}{R},2.0,Tribal Instant — Shapeshifter,,,['R'],['R'],
Necrogenesis,{B}{G},2.0,Enchantment,,,"['B', 'G']","['B', 'G']",
Daring Demolition,{2}{B}{B},4.0,Sorcery,,,['B'],['B'],
Boros Fury-Shield,{2}{W},3.0,Instant,,,['W'],"['R', 'W']",
Annihilate,{3}{B}{B},5.0,Instant,,,['B'],['B'],
Zombie Army,,0.0,Token Creature — Zombie Army,0,0,['B'],['B'],
Prakhata Club Security,{3}{B},4.0,Creature — Aetherborn Warrior,3,4,['B'],['B'],
Invigorating Boon,{1}{G},2.0,Enchantment,,,['G'],['G'],
Feral Shadow,{2}{B},3.0,Creature — Nightstalker,2,1,['B'],['B'],
Xathrid Necromancer,{2}{B},3.0,Creature — Human Wizard,2,2,['B'],['B'],
"Emeria's Call // Emeria, Shattered Skyclave",,7.0,Sorcery // Land,,,,['W'],['W']
Cephalid Constable,{1}{U}{U},3.0,Creature — Cephalid Wizard,1,1,['U'],['U'],
Bottle of Suleiman,{4},4.0,Artifact,,,[],[],
Child of Night,{1}{B},2.0,Creature — Vampire,2,1,['B'],['B'],
Pyroclasm,{1}{R},2.0,Sorcery,,,['R'],['R'],
Breathless Knight,{1}{W}{B},3.0,Creature — Spirit Knight,2,2,"['B', 'W']","['B', 'W']",
Iron League Steed,{4},4.0,Artifact Creature — Construct,2,2,[],[],
Tireless Missionaries,{4}{W},5.0,Creature — Human Cleric,2,3,['W'],['W'],
Emeria Angel,{2}{W}{W},4.0,Creature — Angel,3,3,['W'],['W'],
Hulking Cyclops,{3}{R}{R},5.0,Creature — Cyclops,5,5,['R'],['R'],
Freed from the Real,{2}{U},3.0,Enchantment — Aura,,,['U'],['U'],
Elixir of Immortality,{1},1.0,Artifact,,,[],[],
Land Cap,,0.0,Land,,,[],"['U', 'W']","['U', 'W']"
Mahamoti Djinn,{4}{U}{U},6.0,Creature — Djinn,5,6,['U'],['U'],
Bloodhall Priest,{2}{B}{R},4.0,Creature — Vampire Cleric,4,4,"['B', 'R']","['B', 'R']",
Deft Duelist,{W}{U},2.0,Creature — Human Rogue,2,1,"['U', 'W']","['U', 'W']",
"Sorin, Vengeful Bloodlord",{2}{W}{B},4.0,Legendary Planeswalker — Sorin,,,"['B', 'W']","['B', 'W']",
Mutilate,{2}{B}{B},4.0,Sorcery,,,['B'],['B'],
Youthful Knight,{1}{W},2.0,Creature — Human Knight,2,1,['W'],['W'],
"Gyome, Master Chef",{2}{B}{G},4.0,Legendary Creature — Troll Warlock,5,3,"['B', 'G']","['B', 'G']",
Manaplasm,{2}{G},3.0,Creature — Ooze,1,1,['G'],['G'],
Juxtapose,{3}{U},4.0,Sorcery,,,['U'],['U'],
Spirit,,0.0,Token Creature — Spirit,1,1,"['B', 'W']","['B', 'W']",
"Kraum, Ludevic's Opus",{3}{U}{R},5.0,Legendary Creature — Zombie Horror,4,4,"['R', 'U']","['R', 'U']",
Graypelt Refuge,,0.0,Land,,,[],"['G', 'W']","['G', 'W']"
Karmic Guide,{3}{W}{W},5.0,Creature — Angel Spirit,2,2,['W'],['W'],
Enlightened Tutor,{W},1.0,Instant,,,['W'],['W'],
Hedron-Field Purists,{2}{W},3.0,Creature — Human Cleric,0,3,['W'],['W'],
Erg Raiders,{1}{B},2.0,Creature — Human Warrior,2,3,['B'],['B'],
Metagamer,{W}{W},2.0,Creature — Human Advisor,2,2,['W'],['W'],
Fleshbag Marauder,{2}{B},3.0,Creature — Zombie Warrior,3,1,['B'],['B'],
Bee-Bee Gun,,0.0,Artifact — Contraption,,,[],[],
Tasha's Hideous Laughter,{1}{U}{U},3.0,Sorcery,,,['U'],['U'],
Afiya Grove,{1}{G},2.0,Enchantment,,,['G'],['G'],
"Lavinia, Azorius Renegade",{W}{U},2.0,Legendary Creature — Human Soldier,2,2,"['U', 'W']","['U', 'W']",
Circle of Protection: Black,{1}{W},2.0,Enchantment,,,['W'],['W'],
Water Elemental,{3}{U}{U},5.0,Creature — Elemental,5,4,['U'],['U'],
Faceless Devourer,{2}{B},3.0,Creature — Nightmare Horror,2,1,['B'],['B'],
Boo,,0.0,Token Legendary Creature — Hamster,1,1,['R'],['R'],
Farmstead,{W}{W}{W},3.0,Enchantment — Aura,,,['W'],['W'],
Phyrexian Processor,{4},4.0,Artifact,,,[],[],
Symbol of Unsummoning,{2}{U},3.0,Sorcery,,,['U'],['U'],
Brothers of Fire,{1}{R}{R},3.0,Creature — Human Shaman,2,2,['R'],['R'],
Tranquil Grove,{1}{G},2.0,Enchantment,,,['G'],['G'],
Nullmage Shepherd,{3}{G},4.0,Creature — Elf Shaman,2,4,['G'],['G'],
Ambition's Cost,{3}{B},4.0,Sorcery,,,['B'],['B'],
Vineshaper Mystic,{2}{G},3.0,Creature — Merfolk Shaman,1,3,['G'],['G'],
Gift of Paradise,{2}{G},3.0,Enchantment — Aura,,,['G'],['G'],"['B', 'G', 'R', 'U', 'W']"
Clockwork Hydra,{5},5.0,Artifact Creature — Hydra,0,0,[],[],
Murasa Ranger,{3}{G},4.0,Creature — Human Warrior Ranger,3,3,['G'],['G'],
Merfolk Mistbinder,{G}{U},2.0,Creature — Merfolk Shaman,2,2,"['G', 'U']","['G', 'U']",
Green Ward,{W},1.0,Enchantment — Aura,,,['W'],['W'],
Hail of Arrows,{X}{W},1.0,Instant,,,['W'],['W'],
"Nicol Bolas, Dragon-God",{U}{B}{B}{B}{R},5.0,Legendary Planeswalker — Bolas,,,"['B', 'R', 'U']","['B', 'R', 'U']",
Arboreal Grazer,{G},1.0,Creature — Beast,0,3,['G'],['G'],
Wurmcoil Engine,{6},6.0,Artifact Creature — Phyrexian Wurm,6,6,[],[],
Bone to Ash,{2}{U}{U},4.0,Instant,,,['U'],['U'],
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
Stromkirk Condemned,{B}{B},2.0,Creature — Vampire Horror,2,2,['B'],['B'],
Write into Being,{2}{U},3.0,Sorcery,,,['U'],['U'],
Slashing Tiger,{2}{G}{G},4.0,Creature — Cat,3,3,['G'],['G'],
Grid Monitor,{4},4.0,Artifact Creature — Construct,4,6,[],[],
Arguel's Blood Fast // Temple of Aclazotz,,2.0,Legendary Enchantment // Legendary Land,,,,['B'],['B']
Thrashing Brontodon,{1}{G}{G},3.0,Creature — Dinosaur,3,4,['G'],['G'],
Vesuvan Doppelganger,{3}{U}{U},5.0,Creature — Shapeshifter,0,0,['U'],['U'],
Forgotten Cave,,0.0,Land,,,[],['R'],['R']
Colossus of Sardia,{9},9.0,Artifact Creature — Golem,9,9,[],[],
Goat,,0.0,Token Creature — Goat,0,1,['W'],['W'],
"Piru, the Volatile // Piru, the Volatile",,0.0,Card // Card,,,,[],
Swamp,,0.0,Basic Land — Swamp,,,[],['B'],['B']
El-Hajjâj,{1}{B}{B},3.0,Creature — Human Wizard,1,1,['B'],['B'],
Boros Keyrune,{3},3.0,Artifact,,,[],"['R', 'W']","['R', 'W']"
Regal Caracal,{3}{W}{W},5.0,Creature — Cat,3,3,['W'],['W'],
Earthshaker Khenra,,0.0,Token Creature — Zombie Jackal Warrior,4,4,['B'],['B'],
Sage-Eye Avengers,{4}{U}{U},6.0,Creature — Djinn Monk,4,5,['U'],['U'],
Western Paladin,{2}{B}{B},4.0,Creature — Phyrexian Zombie Knight,3,3,['B'],['B'],
Forest,,0.0,Basic Land — Forest,,,[],['G'],['G']
Fungus Sliver,{3}{G},4.0,Creature — Fungus Sliver,2,2,['G'],['G'],
Dreadwaters,{3}{U},4.0,Sorcery,,,['U'],['U'],
Uncomfortable Chill,{2}{U},3.0,Instant,,,['U'],['U'],
Skyclave Shade,{1}{B},2.0,Creature — Shade,3,1,['B'],['B'],
Cave of the Frost Dragon,,0.0,Land,,,[],['W'],['W']
Beast of Burden,{6},6.0,Artifact Creature — Golem,*,*,[],[],
Lesser Masticore,{2},2.0,Artifact Creature — Masticore,2,2,[],[],
Sanctum Gargoyle,{3}{W},4.0,Artifact Creature — Gargoyle,2,3,['W'],['W'],
"Kiora, Behemoth Beckoner",{2}{G/U},3.0,Legendary Planeswalker — Kiora,,,"['G', 'U']","['G', 'U']",
Llanowar Elves,{G},1.0,Creature — Elf Druid,1,1,['G'],['G'],['G']
Dark Ritual,{B},1.0,Instant,,,['B'],['B'],['B']
Anaba Ancestor,{1}{R},2.0,Creature — Minotaur Spirit,1,1,['R'],['R'],
Jace's Projection,{2}{U}{U},4.0,Creature — Wizard Illusion,2,2,['U'],['U'],
Soul of New Phyrexia,{6},6.0,Artifact Creature — Phyrexian Avatar,6,6,[],[],
Oketra's Last Mercy,{1}{W}{W},3.0,Sorcery,,,['W'],['W'],
Sunhome Enforcer,{2}{R}{W},4.0,Creature — Giant Soldier,2,4,"['R', 'W']","['R', 'W']",
Simic Signet,{2},2.0,Artifact,,,[],"['G', 'U']","['G', 'U']"
Goblin Cavaliers,{2}{R},3.0,Creature — Goblin,3,2,['R'],['R'],
Zo-Zu the Punisher,{1}{R}{R},3.0,Legendary Creature — Goblin Warrior,2,2,['R'],['R'],
Vedalken Mastermind,{U}{U},2.0,Creature — Vedalken Wizard,1,2,['U'],['U'],
Galazeth Prismari,{2}{U}{R},4.0,Legendary Creature — Elder Dragon,3,4,"['R', 'U']","['R', 'U']","['B', 'G', 'R', 'U', 'W']"
Swamp,,0.0,Basic Land — Swamp,,,[],['B'],['B']
Snow-Covered Swamp,,0.0,Basic Snow Land — Swamp,,,[],['B'],['B']
Throat Slitter,{4}{B},5.0,Creature — Rat Ninja,2,2,['B'],['B'],
Disciple of Bolas,{3}{B},4.0,Creature — Human Wizard,2,1,['B'],['B'],
Longtusk Cub,{1}{G},2.0,Creature — Cat,2,2,['G'],['G'],
Baffling Defenses,{1}{W},2.0,Instant,,,['W'],['W'],
Nightshade Harvester,{3}{B},4.0,Creature — Elf Shaman,2,2,['B'],['B'],
Jack-in-the-Mox,{0},0.0,Artifact,,,[],"['B', 'G', 'R', 'U', 'W']","['B', 'G', 'R', 'U', 'W']"
Shrink,{G},1.0,Instant,,,['G'],['G'],
Spiritual Visit,{W},1.0,Instant — Arcane,,,['W'],['W'],
Slippery Bogle,{G/U},1.0,Creature — Beast,1,1,"['G', 'U']","['G', 'U']",
Thrull Wizard,{2}{B},3.0,Creature — Thrull Wizard,1,1,['B'],['B'],
Aphetto Dredging,{3}{B},4.0,Sorcery,,,['B'],['B'],
King of the Pride,{2}{W},3.0,Creature — Cat,2,1,['W'],['W'],
Inspired Ultimatum,{U}{U}{R}{R}{R}{W}{W},7.0,Sorcery,,,"['R', 'U', 'W']","['R', 'U', 'W']",
Mogg Sentry,{R},1.0,Creature — Goblin Warrior,1,1,['R'],['R'],
Ground Seal,{1}{G},2.0,Enchantment,,,['G'],['G'],
Mortify,{1}{W}{B},3.0,Instant,,,"['B', 'W']","['B', 'W']",
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
Reckless Pangolin,{2}{G},3.0,Creature — Pangolin,2,2,['G'],['G'],
Tattermunge Witch,{1}{R/G},2.0,Creature — Goblin Shaman,2,1,"['G', 'R']","['G', 'R']",
Crater Elemental,{2}{R},3.0,Creature — Elemental,0,6,['R'],['R'],
Summoner's Bond,,0.0,Conspiracy,,,[],[],
Underworld Hermit,{4}{B}{B},6.0,Creature — Human Peasant,3,3,['B'],['B'],
"Delina, Wild Mage",{3}{R},4.0,Legendary Creature — Elf Shaman,3,2,['R'],['R'],
Forest,,0.0,Basic Land — Forest,,,[],['G'],['G']
Junk Diver,{3},3.0,Artifact Creature — Bird,1,1,[],[],
Karmic Guide,{3}{W}{W},5.0,Creature — Angel Spirit,2,2,['W'],['W'],
Woodland Stream,,0.0,Land,,,[],"['G', 'U']","['G', 'U']"
Thunderbreak Regent,{2}{R}{R},4.0,Creature — Dragon,4,4,['R'],['R'],
Chlorophant,{G}{G}{G},3.0,Creature — Elemental,1,1,['G'],['G'],
Enervate,{1}{U},2.0,Instant,,,['U'],['U'],
Genju of the Fields,{W},1.0,Enchantment — Aura,,,['W'],['W'],
Day of Judgment,{2}{W}{W},4.0,Sorcery,,,['W'],['W'],
"Tana, the Bloodsower",{2}{R}{G},4.0,Legendary Creature — Elf Druid,2,2,"['G', 'R']","['G', 'R']",
Optical Optimizer,,0.0,Artifact — Contraption,,,[],[],
Flameshot,{3}{R},4.0,Sorcery,,,['R'],['R'],
Silversmote Ghoul,{2}{B},3.0,Creature — Zombie Vampire,3,1,['B'],['B'],
Specter of the Fens // Specter of the Fens,,0.0,Card // Card,,,,[],
Bog Imp,{1}{B},2.0,Creature — Imp,1,1,['B'],['B'],
Veteran Swordsmith,{2}{W},3.0,Creature — Human Soldier,3,2,['W'],['W'],
Kitsune Diviner,{W},1.0,Creature — Fox Cleric,0,1,['W'],['W'],
Hedron Archive,{4},4.0,Artifact,,,[],[],['C']
Azure Drake,{3}{U},4.0,Creature — Drake,2,4,['U'],['U'],
Vow of Wildness,{2}{G},3.0,Enchantment — Aura,,,['G'],['G'],
Tainted Pact,{1}{B},2.0,Instant,,,['B'],['B'],
Armageddon,{3}{W},4.0,Sorcery,,,['W'],['W'],
Mages' Contest,{1}{R}{R},3.0,Instant,,,['R'],['R'],
Miasmic Mummy,{1}{B},2.0,Creature — Zombie Jackal,2,2,['B'],['B'],
Aerial Volley,{G},1.0,Instant,,,['G'],['G'],
Barl's Cage,{4},4.0,Artifact,,,[],[],
Ferocious Zheng,{2}{G}{G},4.0,Creature — Cat Beast,4,4,['G'],['G'],
Forgotten Cave,,0.0,Land,,,[],['R'],['R']
"Ral, Izzet Viceroy",{3}{U}{R},5.0,Legendary Planeswalker — Ral,,,"['R', 'U']","['R', 'U']",
Galazeth Prismari,{2}{U}{R},4.0,Legendary Creature — Elder Dragon,3,4,"['R', 'U']","['R', 'U']","['B', 'G', 'R', 'U', 'W']"
Phantasmal Terrain,{U}{U},2.0,Enchantment — Aura,,,['U'],['U'],
"Kaheera, the Orphanguard",{1}{G/W}{G/W},3.0,Legendary Creature — Cat Beast,3,2,"['G', 'W']","['G', 'W']",
Chatterstorm // Chatterstorm,,0.0,Card // Card,,,,[],
Eternal Witness,{1}{G}{G},3.0,Creature — Human Shaman,2,1,['G'],['G'],
Argentum Armor,{6},6.0,Artifact — Equipment,,,[],[],
Karplusan Giant,{6}{R},7.0,Creature — Giant,3,3,['R'],['R'],
Titans' Nest,{1}{B}{G}{U},4.0,Enchantment,,,"['B', 'G', 'U']","['B', 'G', 'U']",['C']
Island,,0.0,Basic Land — Island,,,[],['U'],['U']
Seasinger,{1}{U}{U},3.0,Creature — Merfolk,0,1,['U'],['U'],
Elven Fortress,{G},1.0,Enchantment,,,['G'],['G'],
Over My Dead Bodies,{4}{B}{B},6.0,Enchantment,,,['B'],['B'],
Nightmare,,0.0,Token Creature — Nightmare,2,3,"['B', 'U']","['B', 'U']",
A Display of My Dark Power,,0.0,Scheme,,,[],[],"['B', 'G', 'R', 'U', 'W']"
Delirium,{1}{B}{R},3.0,Instant,,,"['B', 'R']","['B', 'R']",
Hamletback Goliath,{6}{R},7.0,Creature — Giant Warrior,6,6,['R'],['R'],
Apocalypse Chime,{2},2.0,Artifact,,,[],[],
Boros Guildgate,,0.0,Land — Gate,,,[],"['R', 'W']","['R', 'W']"
Miner's Bane,{4}{R}{R},6.0,Creature — Elemental,6,3,['R'],['R'],
Fervent Champion,{R},1.0,Creature — Human Knight,1,1,['R'],['R'],
Radiant Destiny,{2}{W},3.0,Enchantment,,,['W'],['W'],
Raging Minotaur,{2}{R}{R},4.0,Creature — Minotaur Berserker,3,3,['R'],['R'],
Shackles,{2}{W},3.0,Enchantment — Aura,,,['W'],['W'],
Curse of Misfortunes,{4}{B},5.0,Enchantment — Aura Curse,,,['B'],['B'],
Spined Wurm,{4}{G},5.0,Creature — Wurm,5,4,['G'],['G'],
Ethersworn Shieldmage,{1}{W}{U},3.0,Artifact Creature — Vedalken Wizard,2,2,"['U', 'W']","['U', 'W']",
"Jin-Gitaxias, Core Augur",{8}{U}{U},10.0,Legendary Creature — Phyrexian Praetor,5,4,['U'],['U'],
Hair-Strung Koto,{6},6.0,Artifact,,,[],[],
Word of Blasting,{1}{R},2.0,Instant,,,['R'],['R'],
Scattering Stroke,{2}{U}{U},4.0,Instant,,,['U'],['U'],['C']
Prowling Caracal,{1}{W},2.0,Creature — Cat,3,1,['W'],['W'],
Stromkirk Patrol,{4}{B},5.0,Creature — Vampire Soldier,4,3,['B'],['B'],
Increasing Vengeance,{R}{R},2.0,Instant,,,['R'],['R'],
Forest,,0.0,Basic Land — Forest,,,[],['G'],['G']
Lobotomy,{2}{U}{B},4.0,Sorcery,,,"['B', 'U']","['B', 'U']",
Allure of the Unknown,{3}{B}{R},5.0,Sorcery,,,"['B', 'R']","['B', 'R']",
Goblin King,{1}{R}{R},3.0,Creature — Goblin,2,2,['R'],['R'],
Beast Within,{2}{G},3.0,Instant,,,['G'],['G'],
Norwood Archers,{3}{G},4.0,Creature — Elf Archer,3,3,['G'],['G'],
Gaseous Form,{2}{U},3.0,Enchantment — Aura,,,['U'],['U'],
